"Street Name",Locality,From,To,"Section Length (Metres)","Treatment Priority","Treatment Route Number"
"Gogarloch Road",Broomhall,"Gogarloch Road","Gogarloch Haugh",61.19,1,Bankhead_009
"Gogarloch Road",Broomhall,"Gogarloch Haugh","Gogarloch Syke",88.32,1,Bankhead_009
"Gogarloch Road",Broomhall,"Gogarloch Road","End of cul de sac",47.69,1,Bankhead_009
"Gogarloch Road",Broomhall,"Gogarloch Road","Gogarloch Syke",69.46,1,Bankhead_009
"Gogarmuir Road",Edinburgh,"Roddinglaw Road",M8T,128.1,1,Farmers_001_Ratho
"Gogarmuir Road",Edinburgh,"Ransfield Road",M8T,644.6,1,Farmers_001_Ratho
"Gogarmuir Road",Edinburgh,Gogarbank,"Roddinglaw Road",532.1,1,Farmers_001_Ratho
"Gogarstone Road",Gogar,"Roddinglaw Road","Glasgow Road",396.6,1,Farmers_001_Ratho
"Gordon Road",Corstorphine,"Belgrave Gardens","Kaimes Road",216.1,2,Barnton_201
"Gordon Road",Corstorphine,"Belgrave Gardens","Clermiston Road",256,2,Barnton_201
"Gordon Terrace",Mayfield,"Lady Road","Esslemont Road",67.97,1,Blackford_008
"Gorgie Park Close",Dalry,"Slateford Green","Gorgie Park Close",37.33,1,Bankhead_013
"Gorgie Park Close",Dalry,"Gorgie Park Close","End of cul de sac",21.36,1,Bankhead_013
"Gorgie Park Close",Dalry,"Gorgie Park Close","Gorgie Park Close",140,1,Bankhead_013
"Gorgie Park Road",Dalry,"Westfield Road","Gorgie Park Road",85.97,1,Bankhead_013
"Gorgie Park Road",Dalry,"Appin Terrace","Slateford Green",147.9,1,Bankhead_013
"Gorgie Road",Gorgie,"Gorgie Road","Robb's Loan",61.62,1,Bankhead_006
"Gorgie Road",Gorgie,"Dalry Road","Murieston Lane",92.74,1,Bankhead_006
"Gorgie Road",Gorgie,"Gorgie Road","Chesser Avenue",193.2,1,Bankhead_006
"Gorgie Road",Gorgie,"Glenlea Cottages","Coxfield Lane",53.77,1,Bankhead_006
"Gorgie Road",Gorgie,"Coxfield Lane",Coxfield,40.37,1,Bankhead_006
"Gorgie Road",Gorgie,"Balgreen Road","Glenlea Cottages",77.16,1,Bankhead_006
"Gorgie Road",Gorgie,"Hutchison Crossway","Balgreen Road",39.63,1,Bankhead_006
"Gorgie Road",Gorgie,"Robb's Loan","Hutchison Crossway",186.8,1,Bankhead_006
"Gorgie Road",Gorgie,"Stenhouse Road","Calder Road",52.27,1,Bankhead_006
"Gorgie Road",Gorgie,"Westfield Street","Gorgie Road",23.35,1,Bankhead_006
"Gorgie Road",Gorgie,"Murieston Lane","Gorgie Road",75.45,1,Bankhead_006
"Gorgie Road",Gorgie,"Gorgie Road","Robertson Avenue",48.4,1,Bankhead_006
"Gorgie Road",Gorgie,"Stenhouse Road","Gorgie Road",57.73,1,Bankhead_006
"Gorgie Road",Gorgie,"Reid's Buildings","Gorgie Road",133.9,1,Bankhead_006
"Gorgie Road",Gorgie,"Newton Street","Tynecastle Terrace",92.86,1,Bankhead_006
"Gorgie Road",Gorgie,Coxfield,"Gorgie Road",94.19,1,Bankhead_006
"Gorgie Road",Gorgie,"Gorgie Road","St Nicholas Place",101.6,1,Bankhead_006
"Gorgie Road",Gorgie,"Mcleod Street","Newton Street",84.24,1,Bankhead_006
"Gorgie Road",Gorgie,"Gorgie Road","Mcleod Street",73.83,1,Bankhead_006
"Gorgie Road",Gorgie,"Chesser Avenue","Reid's Buildings",128,1,Bankhead_006
"Gorgie Road",Gorgie,"Westfield Road","St Nicholas Place",128.8,1,Bankhead_006
"Gorgie Road",Gorgie,"Westfield Road","Westfield Street",75.59,1,Bankhead_006
"Gorgie Road",Gorgie,"Smithfield Street","Wheatfield Road",106.3,1,Bankhead_006
"Gorgie Road",Gorgie,"Wardlaw Place","Smithfield Street",71.51,1,Bankhead_006
"Gorgie Road",Gorgie,"Wheatfield Street","Wardlaw Place",39.92,1,Bankhead_006
"Gorgie Road",Gorgie,"Wardlaw Street","Wheatfield Street",29.15,1,Bankhead_006
"Gorgie Road",Gorgie,"Tynecastle Terrace","Wardlaw Street",48.88,1,Bankhead_006
"Gowanhill Farm Road",Curriehill,"Long Dalmahoy Road","End of cul de sac",756,1,Farmers_002_Dalmahoy
"Gracemount Avenue",Gracemount,"Gracemount Drive","Burnhead Crescent",50.25,2,Blackford_201
"Gracemount Avenue",Gracemount,"Gracemount Drive","Lasswade Road",80.19,1,Blackford_011
"Gracemount Drive",Gracemount,"Burnhead Loan","Gracemount Drive",94.71,1,Blackford_011
"Gracemount Drive",Gracemount,"Gracemount Drive","Gracemount Avenue",130.9,1,Blackford_011
"Gracemount Drive",Gracemount,"St Katharine's Crescent","Burnhead Loan",127.8,1,Blackford_011
"Gracemount Drive",Gracemount,"St Katharine's Loan","St Katharine's Crescent",211.5,1,Blackford_011
"Gracemount Drive",Gracemount,"Captain's Drive","Captain's Road",76.16,1,Blackford_011
"Gracemount Drive",Gracemount,"St Katharine's Loan","Balmwell Grove",67.43,1,Blackford_011
"Gracemount Drive",Gracemount,"Balmwell Grove","Balmwell Avenue",70.77,1,Blackford_011
"Gracemount Drive",Gracemount,"Captain's Drive","Balmwell Avenue",118.1,1,Blackford_011
"Grange Loan",Grange,"Canaan Lane","Whitehouse Loan",121.8,1,Blackford_008
"Grange Loan",Grange,"Whitehouse Loan","Kilgraston Road",484.3,1,Blackford_008
"Grange Loan",Grange,"West Grange Gardens","Lover's Loan",95.24,1,Blackford_008
"Grange Loan",Grange,"Lover's Loan","Grange Crescent",133.6,1,Blackford_008
"Grange Loan",Grange,"Grange Loan Gardens","West Grange Gardens",101.5,1,Blackford_008
"Grange Loan",Grange,"Kilgraston Road","Grange Loan Gardens",152.3,1,Blackford_008
"Grange Loan",Grange,"Grange Crescent","South Lauder Road",116.9,1,Blackford_008
"Grange Loan",Grange,"South Lauder Road","Findhorn Place",250.8,1,Blackford_008
"Grange Loan",Grange,"Findhorn Place","Ratcliffe Terrace",107.4,1,Blackford_008
"Grange Road",Bruntsfield,"Cumin Place","Seton Place",117.7,1,Blackford_008
"Grange Road",Bruntsfield,"Mansionhouse Road","Lauder Road",94.11,1,Blackford_016
"Grange Road",Bruntsfield,"Lauder Road","Cumin Place",117.7,1,Blackford_008
"Grange Road",Bruntsfield,"Findhorn Place",Causewayside,113.3,1,Blackford_008
"Grange Road",Bruntsfield,"Seton Place","Findhorn Place",112.8,1,Blackford_008
"Grange Road",Bruntsfield,"Lover's Loan","Mansionhouse Road",50.45,1,Blackford_016
"Granton Crescent",Boswall,"Wardieburn Street East","Wardieburn Place North",86.53,1,Barnton_015
"Granton Crescent",Boswall,"Wardieburn Drive","Wardieburn Street East",92.29,1,Barnton_015
"Granton Crescent",Boswall,"Wardieburn Place North","Wardieburn Street West",86.34,1,Barnton_015
"Granton Crescent",Boswall,"Wardieburn Road","Pilton Drive North",86.79,1,Barnton_015
"Granton Crescent",Boswall,"Wardieburn Road","Wardieburn Street West",87.35,1,Barnton_015
"Granton Pier",Granton,"Lower Granton Road","Granton Pier",115.8,1,Barnton_005
"Granton Pier",Granton,"Granton Pier","Lochinvar Drive",128.3,1,Barnton_005
"Granton Road",Trinity,"Boswall Road","Lufra Bank",57.85,1,Barnton_005
"Granton Road",Trinity,"Wardie Crescent","Boswall Road",105.2,1,Barnton_005
"Granton Road",Trinity,"Lufra Bank","Granton Square",473.1,1,Barnton_005
"Granton Road",Trinity,"Rosebank Grove","Ferry Road",119,1,Barnton_005
"Granton Road",Trinity,"Fraser Avenue","Rosebank Grove",114.8,1,Barnton_005
"Granton Road",Trinity,"Afton Terrace","Fraser Avenue",143.4,1,Barnton_005
"Granton Road",Trinity,"Boswall Green","Afton Terrace",107.2,1,Barnton_005
"Granton Road",Trinity,"Grierson Avenue","Boswall Green",244.6,1,Barnton_005
"Granton Road",Trinity,"Wardie Crescent","Grierson Avenue",71.7,1,Barnton_005
"Granton Square",Boswall,"Granton Square","Lower Granton Road",30.51,1,Barnton_005
"Granton Square",Boswall,"Granton Square","Granton Road",34.27,1,Barnton_005
"Granton Square",Boswall,"West Granton Road","Lower Granton Road",84.27,1,Barnton_005
"Granton Square",Boswall,"West Granton Road","Lower Granton Road",95.44,1,Barnton_005
Grassmarket,"Old Town","Castle Wynd South","King's Stables Road",105.5,1,Barnton_010
Grassmarket,"Old Town","King's Stables Road","West Port",28.34,1,Barnton_010
Grassmarket,"Old Town","Heriot Bridge",Cowgatehead,107.6,1,Barnton_010
Grassmarket,"Old Town","Edmonstone's Close","Castle Wynd South",130.7,1,Barnton_010
Grassmarket,"Old Town","West Port","Heriot Bridge",124.8,1,Barnton_010
"Gray's Loan",Bruntsfield,"Ashley Terrace","Spylaw Road",97.03,1,Bankhead_007
"Gray's Loan",Bruntsfield,"Spylaw Road","Merchiston Gardens",89.94,1,Bankhead_007
"Great Junction Street","North Leith","Ballantyne Road","Coburg Street",107.2,1,Barnton_004
"Great Junction Street","North Leith","Leith Walk","Henderson Street",139.1,1,Barnton_004
"Great Junction Street","North Leith","Henderson Street","Junction Place",73.68,1,Barnton_004
"Great Junction Street","North Leith","Junction Place","Cables Wynd",134.1,1,Barnton_004
"Great Junction Street","North Leith","Cables Wynd","King Street",63.27,1,Barnton_004
"Great Junction Street","North Leith","King Street","Taylor Gardens",75.95,1,Barnton_004
"Great Junction Street","North Leith","Taylor Gardens","Ballantyne Road",107.6,1,Barnton_004
"Great King Street",Broughton,"Dundas Street","Howe Street",210.7,1,Barnton_008
"Great King Street",Broughton,"Dundonald Street","Dundas Street",205.8,1,Barnton_008
"Great Stuart Street",Stockbridge,"Randolph Crescent","Ainslie Place",91.81,1,Barnton_004
"Green Street",Broughton,"Bellevue Road","Annandale Street",172.2,1,Barnton_008
"Greenbank Crescent",Greenbank,"Greenbank Road","Oxgangs Avenue",54.83,1,Bankhead_005
"Greenbank Crescent",Greenbank,"Comiston Road","Greenbank Road",200.5,1,Bankhead_005
"Greenbank Crescent",Greenbank,"Greenbank Road","Greenbank Loan",111,1,Bankhead_005
"Greenbank Crescent",Greenbank,"Greenbank Park","Greenbank Loan",265.9,1,Bankhead_005
"Greenbank Crescent",Greenbank,"Greenbank Park","Greenbank Grove",118.5,1,Bankhead_005
"Greenbank Crescent",Greenbank,"Greenbank Grove","Greenbank Row",114,1,Bankhead_005
"Greenbank Crescent",Greenbank,"Greenbank Row","Greenbank Road",110.7,1,Bankhead_005
"Greenbank Drive",Greenbank,"Littlejohn Road","Wester Hill",164,1,Bankhead_005
"Greenbank Drive",Greenbank,"Greenbank Lane","Greenbank Drive",216.1,1,Bankhead_005
"Greenbank Drive",Greenbank,"Morningside Grove","Greenbank Lane",83.1,1,Bankhead_005
"Greenbank Drive",Greenbank,"End of cul de sac","Greenbank Drive",46.7,1,Bankhead_005
"Greenbank Drive",Greenbank,"Greenbank Drive","Morningside Grove",512,1,Bankhead_005
"Greenbank Drive",Greenbank,"Greenbank Drive","Greenbank Drive",81.57,1,Bankhead_005
"Greenbank Drive",Greenbank,"Greenbank Drive","End of cul de sac",131,1,Bankhead_005
"Greenbank Drive",Greenbank,"End of cul de sac","Littlejohn Road",189,1,Bankhead_005
"Greenbank Lane",Greenbank,"Greenbank Road","Greenbank Drive",120.1,2,Bankhead_201
"Greenbank Road",Greenbank,"Greenbank Gardens","Greenbank Lane",256.9,2,Bankhead_201
"Greenbank Road",Greenbank,"Greenbank Lane","Greenbank Crescent",348.6,2,Bankhead_201
"Greenbank Road",Greenbank,"Greenbank Crescent","Greenbank Rise",82.57,2,Bankhead_201
"Greenbank Road",Greenbank,"Greenbank Park","Greenbank Gardens",90.48,2,Bankhead_201
"Greenbank Road",Greenbank,"Greenbank Grove","Greenbank Park",87.02,2,Bankhead_201
"Greenbank Road",Greenbank,"Greenbank Row","Greenbank Grove",82.76,2,Bankhead_201
"Greenbank Road",Greenbank,"Greenbank Rise","Greenbank Row",227.8,2,Bankhead_201
"Greendykes Road",Craigmillar,"Niddrie Mains Road","Niddrie Mains Road",18.87,1,Blackford_009
"Greendykes Road",Craigmillar,"Niddrie Mains Road","Greendykes Road",98.99,1,Blackford_009
"Greendykes Road",Craigmillar,"Greendykes Road","Greendykes Road",246.1,1,Blackford_009
"Greendykes Road",Craigmillar,"Greendykes Road","Niddrie House Avenue",173.3,1,Blackford_009
"Greendykes Road",Craigmillar,"Niddrie House Avenue","Greendykes Road",202.9,1,Blackford_009
"Greendykes Road",Craigmillar,"Greendykes Road","Tudsbery Avenue",140.1,1,Blackford_009
"Greendykes Road",Craigmillar,"Greendykes Road","Greendykes Road",285.6,1,Blackford_009
"Greendykes Road",Craigmillar,"Tudsbery Avenue","Almond Court",297.9,1,Blackford_009
"Greendykes Road",Craigmillar,"Almond Court","Craigmillar Castle Avenue",133.4,1,Blackford_009
"Greenhill Gardens",Bruntsfield,"Bruntsfield Terrace","Chamberlain Road",252,2,Bankhead_202
"Greenhill Gardens",Bruntsfield,"Strathearn Place","Church Hill",81.31,1,Blackford_016
"Greenhill Gardens",Bruntsfield,"Greenhill Gardens","Strathearn Place",35.33,1,Blackford_016
"Greenhill Gardens",Bruntsfield,"Strathearn Place","Chamberlain Road",123.4,1,Blackford_016
"Greenhill Gardens",Bruntsfield,"Chamberlain Road","Strathearn Place",140.7,1,Blackford_016
Greenside,Broughton,"Blenheim Place","Baxter's Place",15.84,1,Blackford_002
"Greenside Lane",Broughton,"Baxter's Place","Marshall's Court",82.42,2,Blackford_202
"Greenside Lane",Broughton,"Marshall's Court","Greenside Row",20,2,Blackford_202
"Greenside Place",Albion,"Greenside Lane","Leith Walk",117.9,1,Barnton_004
"Greenside Row",Broughton,"Greenside Row","Leith Street",44.94,2,Blackford_202
"Greenside Row",Broughton,"End of cul de sac","Greenside Row",42.93,2,Blackford_202
"Greenside Row",Broughton,"Greenside Row","Greenside Row",157.7,2,Blackford_202
"Greenside Row",Broughton,"Greenside Lane","Upper Greenside Lane",61.21,2,Blackford_202
"Groathill Avenue",Craigleith,"Groathill Road South","Telford Road",253.7,2,Barnton_201
"Groathill Road North","Easter Drylaw","Wester Drylaw Row","Telford Road",105.4,1,Barnton_013
"Groathill Road North","Easter Drylaw","Easter Drylaw Gardens","Easter Drylaw Gardens",69.92,1,Barnton_013
"Groathill Road North","Easter Drylaw","Groathill Road North","Wester Drylaw Row",47.13,1,Barnton_013
"Groathill Road North","Easter Drylaw","Groathill Road North","Groathill Loan",65.28,1,Barnton_013
"Groathill Road North","Easter Drylaw","Groathill Road North","End of cul de sac",103.3,1,Barnton_013
"Groathill Road North","Easter Drylaw","Easter Drylaw Gardens","Groathill Road North",66.76,1,Barnton_013
"Groathill Road North","Easter Drylaw","Wester Drylaw Place","Easter Drylaw Gardens",85.44,1,Barnton_013
"Groathill Road North","Easter Drylaw","Ferry Road","Wester Drylaw Place",109.5,1,Barnton_013
"Groathill Road North","Easter Drylaw","Wester Drylaw Drive","Groathill Road North",46.84,1,Barnton_013
"Groathill Road North","Easter Drylaw","Easter Drylaw Drive","Wester Drylaw Drive",92.72,1,Barnton_013
"Groathill Road North","Easter Drylaw","End of cul de sac","Easter Drylaw Drive",60.44,1,Barnton_013
"Grosvenor Crescent","New Town","Lansdowne Crescent","Lansdowne Crescent",212.2,1,Bankhead_004
"Grosvenor Crescent","New Town","Lansdowne Crescent","Palmerston Place",24.21,1,Bankhead_004
"Grove Street",Bruntsfield,"Grove Street","West Approach Road",21.29,1,Bankhead_008
"Grove Street",Bruntsfield,"Morrison Street","Grove Street",134,1,Bankhead_008
"Grove Street",Bruntsfield,"West Approach Road","Upper Grove Place",55.03,1,Bankhead_008
"Grove Street",Bruntsfield,"Upper Grove Place","Brandfield Street",95.82,1,Bankhead_008
"Grove Street",Bruntsfield,"Brandfield Street",Fountainbridge,83.68,1,Bankhead_008
"Gylemuir Road",Broomhall,"Gylemuir Road","Meadow Place Road",504.2,1,Bankhead_009
"Haddington Place",Broughton,"Brunswick Road","Brunswick Street",40.61,1,Barnton_004
"Haddington Place",Broughton,"Annandale Street","Annandale Street",22.22,1,Barnton_004
"Haddington Place",Broughton,"Brunswick Street","Annandale Street",187.2,1,Barnton_004
"Haddington Place",Broughton,"Annandale Street","Montgomery Street",27.02,1,Barnton_004
"Haddington Place",Broughton,"Montgomery Street","Gayfield Place Lane",32.2,1,Barnton_004
"Haggs Farm Road",,"Calder Road","Long Dalmahoy Road",986,1,Farmers_002_Dalmahoy
"Hailesland Place",Hailesland,"Clovenstone Road","End of cul de sac",129.3,1,Bankhead_013
"Hailesland Road",Hailesland,"Dumbryden Drive","Murrayburn Road",403.3,1,Bankhead_006
"Hailesland Road",Hailesland,"Hailesland Gardens","Clovenstone Road",62.81,1,Bankhead_006
"Hailesland Road",Hailesland,"Clovenstone Road","Hailesland Gardens",99.39,1,Bankhead_006
"Hailesland Road",Hailesland,"Hailesland Gardens","Hailesland Gardens",80.41,1,Bankhead_006
"Hailesland Road",Hailesland,"Hailesland Gardens","Dumbryden Drive",53.73,1,Bankhead_006
"Hailesland Road",Hailesland,"Murrayburn Park","Hailesland Gardens",159.8,1,Bankhead_006
"Hailesland Road",Hailesland,"Murrayburn Road","Murrayburn Park",117.2,1,Bankhead_006
"Hall Terrace","Carrick Knowe","End of cul de sac","Corstorphine High Street",25.44,1,Bankhead_009
"Hallcroft Park",Ratho/newbridge,"Hallcroft Green","Hallcroft Park",39.35,1,Barnton_003
"Hallcroft Park",Ratho/newbridge,"Hallcroft Park","Hallcroft Green",40.51,1,Barnton_003
"Hallcroft Park",Ratho/newbridge,"Hallcroft Rise","Hallcroft Green",147.7,1,Barnton_003
"Hallcroft Park",Ratho/newbridge,"Wilkieston Road","Hallcroft Rise",72.5,1,Barnton_003
"Hamilton Drive",Durham,"Hamilton Park","Hamilton Terrace",296.4,1,Blackford_013
"Hamilton Drive",Durham,"Mountcastle Drive North","Hamilton Park",64.85,1,Blackford_013
"Hamilton Place",Stockbridge,"Clarence Street","Saunders Street",242,1,Barnton_008
"Hamilton Terrace",Durham,"Hamilton Drive","Duddingston Road",138.6,1,Blackford_013
"Hanover Street","New Town","Thistle Street","End of cul de sac",74.65,1,Barnton_017
"Hanover Street","New Town","George Street","Rose Street",73.7,1,Barnton_017
"Hanover Street","New Town","Thistle Street","Queen Street Gardens East",82.97,1,Barnton_017
"Hanover Street","New Town","Rose Street","Princes Street",88.01,1,Barnton_017
"Harewood Drive",Niddrie,"Harewood Road","Niddrie Mains Terrace",83.36,1,Blackford_013
"Harewood Road",Niddrie,"Harewood Road","Harewood Drive",168.1,1,Blackford_013
"Harewood Road",Niddrie,"Harewood Road","Wauchope Terrace",100.2,1,Blackford_013
"Harlaw Road",Curriehill,"Bavelaw Road",Millbank,75.47,1,Farmers_002_Dalmahoy
"Harlaw Road",Curriehill,Kirkgate,"End of cul de sac",487.8,1,Farmers_002_Dalmahoy
"Harlaw Road",Curriehill,"Harlaw Road",Kirkgate,1424,1,Farmers_002_Dalmahoy
"Harlaw Road",Curriehill,"Harlaw Road","Harlaw Road",672.1,1,Farmers_002_Dalmahoy
"Harlaw Road",Curriehill,"Harlaw Road","Harlaw Road",835.3,1,Farmers_002_Dalmahoy
"Harlaw Road",Curriehill,Millbank,"Harlaw Road",391.7,1,Farmers_002_Dalmahoy
"Harrison Gardens",Polwarth,"Ogilvie Terrace","Ashley Terrace",76.04,2,Bankhead_202
"Harrison Gardens",Polwarth,"Harrison Place","Ogilvie Terrace",87.09,2,Bankhead_202
"Harrison Gardens",Polwarth,"Harrison Road","Harrison Place",141.2,2,Bankhead_202
"Harrison Road",Polwarth,"Harrison Road","Polwarth Terrace",63.13,1,Bankhead_008
"Harrison Road",Polwarth,"Harrison Road","Slateford Road",28.41,1,Bankhead_008
"Harrison Road",Polwarth,"Slateford Road","Harrison Road",34.55,1,Bankhead_008
"Harrison Road",Polwarth,"Harrison Road","Harrison Gardens",204.9,1,Bankhead_008
"Harrison Road",Polwarth,"Harrison Gardens","West Bryson Road",46.08,1,Bankhead_008
"Harrison Road",Polwarth,"West Bryson Road","Harrison Road",174,1,Bankhead_008
"Harvest Drive",Ratho/newbridge,"Harvest Road","Queen Anne Drive",357.6,1,Bankhead_003
"Harvest Road",Ratho/newbridge,"Harvest Road","Baird Road",647.9,1,Farmers_001_Ratho
"Harvest Road",Ratho/newbridge,"Harvest Drive","Harvest Wynd",376.6,1,Farmers_001_Ratho
"Harvest Road",Ratho/newbridge,"Harvest Wynd","Harvest Road",171.2,1,Farmers_001_Ratho
"Harvest Road",Ratho/newbridge,M8T,"Harvest Drive",243.5,1,Bankhead_003
"Harvest Road",Ratho/newbridge,"Cliftonhall Road",M8T,164.3,1,Bankhead_003
"Harvesters Way",Westerhailes,"Barn Park Crescent","Barn Park",31.09,1,Bankhead_006
"Harvesters Way",Westerhailes,Greenacre,"Harvesters Way",37.49,1,Bankhead_006
"Harvesters Way",Westerhailes,"Harvesters Way","Wester Hailes Road",22.72,1,Bankhead_006
"Harvesters Way",Westerhailes,"Harvesters Way","Barn Park",259.1,1,Bankhead_006
"Harvesters Way",Westerhailes,"Clovenstone Road","Barn Park Crescent",29.3,1,Bankhead_006
"Harvesters Way",Westerhailes,"Dumbeg Park",Greenacre,151.5,1,Bankhead_006
"Harvesters Way",Westerhailes,"Dumbeg Park","Harvesters Way",115.6,1,Bankhead_006
"Haughhead Road",,"Buteland Road","A70--Glenbrook Rd to B7031",1230,1,Farmers_002_Dalmahoy
"Hawes Brae",Dalmeny,"Hawes Brae","Bankhead Road",368.1,1,Barnton_003
"Hawes Brae",Dalmeny,"Newhalls Road","Hawes Brae",102.5,1,Barnton_003
"Hawkhill Avenue",Albion,"Lochend Road","Hawkhill Avenue",159.2,1,Barnton_018
"Hawkhill Avenue",Albion,"Hawkhill Avenue","Albion Place",95.76,1,Barnton_018
"Hawkhill Avenue",Albion,"Hawkhill Avenue","Hawkhill Avenue",89.11,1,Barnton_018
"Haymarket Terrace","New Town","Coates Gardens","Magdala Crescent",115.2,1,Bankhead_004
"Haymarket Terrace","New Town","Haymarket Yards","Coates Gardens",81.1,1,Bankhead_004
"Haymarket Terrace","New Town","Rosebery Crescent","Haymarket Yards",68.03,1,Bankhead_004
"Henderland Road","New Town","Murrayfield Avenue","Garscube Terrace",223.5,1,Barnton_007
"Henderson Row",Stockbridge,"East Silvermills Lane","Clarence Street",158.1,1,Barnton_008
"Henderson Row",Stockbridge,"Eyre Place","East Silvermills Lane",199.4,1,Barnton_008
"Henderson Street","North Leith","Spier's Place","Henderson Gardens",76.3,1,Barnton_008
